name,address1,cate_gories
Monte Carlo Bar,3514 W 3rd St,Dive Bars
Shoo Shoo Baby,717 W 7th St,Lounges
Harvard Yard Bar,1400 S Western Ave,"Dive Bars, Cocktail Bars"
The Thirsty Club,2705 Artesia Blvd,Dive Bars
Johnny's Bar,5006 York Blvd,Bars
Naco Bar,1912 W 7th St,"Sports Bars, Dive Bars"
HMS Bounty,3357 Wilshire Blvd,"Bars, American (Traditional)"
Scarlet Lady Saloon,5411 Sepulveda Blvd,"Karaoke, Sports Bars, Pool Halls"
The Roguelike Tavern,259 N Pass Ave,"Cocktail Bars, Gastropubs"
The Oaks Tavern,13625 Moorpark St,"Karaoke, Sports Bars, Pool Halls"
The Bayou,8939 Santa Monica Blvd,"Dive Bars, Gay Bars"
Ye Rustic Inn,1831 Hillhurst Ave,"Sports Bars, Chicken Wings"
Gold Rail Cocktail Bar,1114 N Pacific Ave,Cocktail Bars
Chimneysweep Lounge,4354 Woodman Ave,Lounges
Gothic Bar,648 S Broadway,Bars
The Barrel Tavern,4547 Van Nuys Blvd,"Sports Bars, Cocktail Bars, Karaoke"
Kibitz Room,419 N Fairfax Ave,"Music Venues, Dive Bars"
The Corner Bar,13126 Hawthorne Blvd,Bars
Burger Bitch,11326 W Pico Blvd,"Dive Bars, Cocktail Bars, Burgers"
Banter Bar,2965 S Sepulveda Blvd,Bars
Sam First Bar,6171 W Century Blvd,"Cocktail Bars, Jazz & Blues"
EL CAPIRO CLUB,5050 E 3rd St,"Lounges, Sports Bars, Karaoke"
Lei Aloha,5622 W Manchester Ave,Dive Bars
The Fable - Eagle Rock,1630 Colorado Blvd,"Karaoke, Beer Bar"
El Nuevo Paraiso,6711 N Figueroa St,Dive Bars
The Scene,13307 Saticoy St,Sports Bars
Rhythm Room LA,206 W 6th St,"Music Venues, Lounges, American (Traditional)"
Rainbow Bar & Grill,9015 W Sunset Blvd,"Italian, Bars, Music Venues"
Dan Tana's,9071 Santa Monica Blvd,"Italian, Cocktail Bars"
Jones,7205 Santa Monica Blvd,"Italian, Pizza, Cocktail Bars"
The Naughty Pig,8264 Sunset Blvd,"Sports Bars, Venues & Event Spaces, American (Traditional)"
The Hideaway,5523 South St,Dive Bars
El Carmen,8138 W 3rd St,"Mexican, Cocktail Bars"
AJ's Sports Club,21042 Main St,"Sports Bars, Dive Bars"
Living Room,6250 Hollywood Blvd,Lounges
The Bullet,10522 Burbank Blvd,Gay Bars
Seahawk Cocktail Lounge,4103 Candlewood St,"Bars, Karaoke"
The Good Nite,10721 Burbank Blvd,"Karaoke, Dive Bars"
Venice Room,2428 S Garfield Ave,"Bars, Karaoke, Steakhouses"
Stein Bar,11319 Washington Blvd,Dive Bars
Monty Bar,1222 W 7th St,Bars
JJ Sullivan's Irish Pub,22917 Ventura Blvd,"Sports Bars, Irish Pub"
The Fifth,4821 Whitsett Ave,"Lounges, Dive Bars"
The Rattler,7803 Foothill Blvd,Dive Bars
La Chuperia,1145 N Mission Rd,"Sports Bars, Mexican"
Rodeo Room,1306 S Vermont Ave,Dive Bars
The Party on Western,14801 S Western Ave,"American (Traditional), Sports Bars"
Brennan's,4089 Lincoln Blvd,"Pubs, Pizza, Cocktail Bars"
The Office Bar & Grill,2412 N Broadway,"Dance Clubs, Sports Bars"
Molly Malone's,575 S Fairfax Ave,"Irish, Pubs, Music Venues"
Dimples,6338 Wilshire Blvd,Bars
The Post Bar,2035 N Highland Ave,Bars
DwitGolMok,3275 Wilshire Blvd,"Korean, Bars"
Silverlake Lounge,2906 W Sunset Blvd,"Music Venues, Lounges, Pizza"
Melody Lounge,939 N Hill St,Lounges
Mal's Bar,2331 S Hill St,"Bars, Social Clubs, Music Venues"
The Bird Dive Bar,1253 E 4th St,"Dive Bars, Music Venues, Sports Bars"
Michael's Pub,11506 Oxnard St,"Dive Bars, Sports Bars"
The Phoenix,8480 W 3rd St,"Lounges, Whiskey Bars, American (New)"
Froggy's Bar & Grill,13825 S Normandie Ave,"Sports Bars, American (Traditional), Dive Bars"
Alta Dena Market Drive Thru,16435 Vanowen St,"Tobacco Shops, Drive-Thru Bars, Wraps"
Brooklyn Bar,16618 Hawthorne Blvd,"Sports Bars, Dive Bars"
Andys,2810 E Slauson Ave,"Mexican, Burgers, American (Traditional)"
Randy's Donuts,805 W Manchester Blvd,"Donuts, Coffee & Tea"
Buffalo Wild Wings,3150 Wilshire Blvd,"Sports Bars, American (Traditional), Chicken Wings"
Astro Burger,7475 Santa Monica Blvd,"Burgers, American (Traditional), Mexican"
Hyperion Tavern,1941 Hyperion Ave,"Dive Bars, Pubs"
49rs Tavern & Grill,5660 E Pacific Coast Hwy,"Burgers, Sports Bars, Music Venues"
Sonic Drive-In,1070 E Huntington Dr,"Fast Food, Burgers, Ice Cream & Frozen Yogurt"
Rocco's Tavern,44 W Green St,"Sports Bars, Italian, Pizza"
XLanes,333 S Alameda St,"Bowling, Arcades, Sports Bars"
Everest Burgers,3826 Foothill Blvd La Cresenta,"Burgers, American (Traditional), Breakfast & Brunch"
Bun-N Burger,1000 E Main St,"Burgers, Breakfast & Brunch, Sandwiches"
Taco Nazo,9516 Garvey Ave,"Mexican, Seafood"
The Lab Gastropub,3500 S Figueroa Blvd,"Gastropubs, American (Traditional), Sports Bars"
Springbok Bar & Grill,16153 Victory Blvd,"Sports Bars, American (New), South African"
Cafe Bleu,3470 W 6th St,"Sports Bars, Lounges, Cocktail Bars"
Tops Jr,2407 W Main St,"Sandwiches, Burgers"
The Original Tops,3838 E Colorado Blvd,"Burgers, Fast Food"
Jim's Famous 1/4 Pound Burger,8749 Valley Blvd,Burgers
Pijja Palace,2711 W Sunset Blvd,"Sports Bars, American (Traditional), Indian"
El Tejano,11122 W Magnolia Blvd,"Tex-Mex, Sports Bars"
Paul's Place,7012 Orangethorpe Ave,"Diners, Burgers"
Tops Burgers,1792 E Walnut St,"Burgers, Fast Food, American (Traditional)"
Hercules,2825 E Imperial Hwy,"Burgers, Fast Food, Greek"
In-N-Out Burger,4444 Van Nuys Blvd,"Burgers, Fast Food"
Shipmates Restaurant & Sports Bar,11424 S St,"Sports Bars, American (Traditional)"
Jack in the Box,10967 Santa Monica Blvd,"Burgers, Fast Food, Tacos"
Carl's Jr,1320 N San Fernando Rd,"Fast Food, Burgers"
Original Tommy's,5601 Laurel Canyon Blvd,"Burgers, Fast Food"
Troy Burgers #8,4738 York Blvd,"Burgers, Breakfast & Brunch, Mexican"
O’Connor’s Irish Pub ,4130 Paramount Blvd,"Sports Bars, Irish Pub, Burgers"
In-N-Out Burger,1210 N Atlantic Blvd,"Burgers, Fast Food"
Wendy's,7360 La Tijera Blvd.,"Fast Food, Burgers"
Jack in the Box,2531 W Valley Blvd,"Fast Food, Burgers, Tacos"
OC Boardroom,8896 Warner Ave,"Sports Bars, Dive Bars, Pool & Billiards"
Tracy's Bar & Grill,5511 E Spring St,"Karaoke, American (Traditional), Sports Bars"
McDonald's,8029 Atlantic Ave,"Fast Food, Burgers, Coffee & Tea"
Carl's Jr,1231 W Avenida Cesar Chavez,"Fast Food, Burgers"
Garage Pizza,4339 W Sunset Blvd,"Pizza, Salad, Sandwiches"
Oyster House Restaurant & Saloon,12446 Moorpark St,"Seafood, Salad, Steakhouses"
Gallagher's Pub & Grill,2751 E Broadway,"Pubs, Sports Bars"
Tacos Gavilan,1900 S Central Ave,Mexican
Dave's On Broadway,708 E Broadway,"Dive Bars, Karaoke, Music Venues"
Good Stuff Restaurant -  Palos Verdes,550 Deep Valley Dr,"American (Traditional), Breakfast & Brunch, Burgers"
In-N-Out Burger,11802 Whittier Blvd,"Fast Food, Burgers"
Nexx Burger,7414 Florence Ave,"Burgers, Fast Food"
Omega Burgers,16310 Bellflower Blvd,Burgers
Topgolf,400 S Pacific Coast Hwy,"Golf, Sports Bars, American (Traditional)"
McDonald's,14850 Victory Blvd,"Burgers, Fast Food, Coffee & Tea"
Love Hour,532 S Western Ave,"Burgers, Food Stands"
McDonald's,695 S Western Ave,"Fast Food, Burgers, Coffee & Tea"
Urban Skillet,5060 Lankershim Blvd,"Halal, Burgers, American (Traditional)"
El Pollo Loco,2528 W Commonwealth Ave,"Fast Food, Mexican"
Holiday Burger,15520 Devonshire St,"Burgers, Pancakes"
Jack in the Box,1000 W Slauson Ave,"Burgers, Fast Food, Tacos"
Al's Cocktails,413 W Las Tunas Dr,Dive Bars
Astro Burger,5601 Melrose Ave,"Burgers, Fast Food, Greek"
McDonald's,6510 Foothill Blvd,"Fast Food, Burgers, Coffee & Tea"
Rocco's Tavern,1000 Gayley Ave,"Pizza, Sports Bars, Italian"
In-N-Out Burger,922 Gayley,"Fast Food, Burgers"
Jack in the Box,12403 Washington Pl,"Burgers, Fast Food, Tacos"
Goldburger,1820 N Vermont Ave,Burgers
Turcs,16321 Pacific Coast Hwy,Dive Bars
Jack in the Box,1131 Colorado St,"Fast Food, Burgers, Tacos"
In-N-Out Burger,9149 S Sepulveda Blvd,"Burgers, Fast Food"
Mabel's Roadhouse,26328 Bouquet Canyon Rd,"Dive Bars, Music Venues"
Jack in the Box,20037 Ventura Blvd,"Burgers, Fast Food, Tacos"
The Noypitz Bar and Grill,11165 183rd St,"Filipino, Sports Bars"
Alex's Bar,2913 E Anaheim St,"Music Venues, Karaoke, Dive Bars"
McDonald's,976 N Western Ave,"Burgers, Fast Food, Coffee & Tea"
R Place,3739 E Colorado Blvd,Dive Bars
El Pollo Loco,13357 Riverside Dr,"Fast Food, Mexican"
Melrose Cafe,1308 N Edgemont St,"Pizza, Italian, Burgers"
Carl's Jr,501S Western,"Fast Food, Burgers"
Jack in the Box,5201 Wilshire Blvd,"Burgers, Fast Food, Tacos"
Burgers and More,2133 W Valley Blvd,"Burgers, Breakfast & Brunch, Sandwiches"
Mom's Touch,6191 Atlantic Ave,"Chicken Shop, Burgers, Sandwiches"
Underground Pub and Grill,1332 Hermosa Ave,"Sports Bars, British, Pubs"
Original Tommy's World Famous Hamburgers,9024 Recreation Cir,"Burgers, Fast Food"
Yellow Basket,22300 S Avalon Blvd,"Burgers, Fast Food"
Green Cheek Beer,16685 E Pacific Coast Hwy,"Breweries, American (Traditional)"
Carl's Jr,1471 N Montebello Blvd,"Fast Food, Burgers"
Fatburger,1611 N Vermont Ave,"Burgers, Fast Food, American (Traditional)"
In-N-Out Burger,310 N Harvey Dr,"Burgers, Fast Food"
McDonald's,1231 S La Brea Ave,"Burgers, Fast Food, Coffee & Tea"
In-N-Out Burger,9245 W Venice Blvd,"Burgers, Fast Food"
The Habit Burger Grill,3245 W Century Blvd.,"Burgers, Sandwiches, Salad"
Burger King,3003 San Gabriel Blvd,"Burgers, Fast Food"
Carl's Jr,5012 W La Palma,"Burgers, Fast Food"
Jack in the Box,6300 Santa Monica Blvd,"Fast Food, Burgers, Tacos"
Jack in the Box,459 S Vermont Ave,"Fast Food, Burgers, Tacos"
Wendy's,6181 Sepulveda Blvd,"Burgers, Fast Food"
McDonald's,1413 N Vine,"Fast Food, Burgers, Coffee & Tea"
HiHo Cheeseburger - Mid Wilshire,6245 Wilshire Blvd,"American (New), Burgers"
In-N-Out Burger,7691 Carson St,"Burgers, Fast Food"
The Stand,140 Laurel Cyn,"American (New), Burgers, Sandwiches"
For The Win - Glendale,1200 S Brand Blvd,Burgers
American Junkie,68 Pier Ave,"American (Traditional), Sports Bars, Pizza"
Doc's Inn,23912 Lyons Ave,Dive Bars
Jameson's Irish Pub,6681 Hollywood Blvd,"Sports Bars, Breakfast & Brunch, Irish Pub"
In-N-Out Burger,3640 Cahuenga Blvd,"Fast Food, Burgers"
McDonald's,341 S Vermont Ave,"Fast Food, Burgers, Coffee & Tea"
Sunny Grill,12035 Venice Blvd,"Salad, Burgers, Mexican"
Portillo's Hot Dogs,8390 La Palma Ave,"Hot Dogs, Salad, Burgers"
Wendy's,1305 N. Vermont Ave.,"Burgers, Fast Food"
McDonald's,1133 N La Brea Ave,"Coffee & Tea, Burgers, Fast Food"
Goldburger,5623 York Blvd,Burgers
McDonald's,1007 Northwestern Ave,"Burgers, Fast Food, Coffee & Tea"
Tavern On Main,123 Main St,"American (Traditional), Sports Bars, Pubs"
Amboy,727 N Broadway,"Steakhouses, Burgers"
Krispy Kreme,4034 Crenshaw Blvd,"Donuts, Coffee & Tea"
The Nickel Mine,11363 Santa Monica Blvd,"Sports Bars, Venues & Event Spaces, American (New)"
Mo's Place,203 Culver Blvd,"Sports Bars, Fish & Chips"
Grunions Sports Bar & Grill,1501 N Sepulveda Blvd,"Sports Bars, American (Traditional)"
Original Tommy's World Famous Hamburgers,5873 Hollywood Blvd,"Burgers, Fast Food"
Katsu Bar,11447 South St,"Burgers, Sandwiches, Japanese Curry"
Farmer Boys,6962 Edinger Ave,"Burgers, Salad, Breakfast & Brunch"
Humble Potato,12608 Washington Blvd,"American (New), Burgers, Sandwiches"
The Fix Burger,2520 Hyperion Ave,Burgers
Pepe's,11900 Carson St,Mexican
Rick's Drive In and Out,2400 Fletcher Dr,"American (Traditional), Burgers"
John's Hamburgers,6223 E Spring St,"Burgers, Sandwiches"
Pete's Blue Chip,1701 Colorado Blvd,"Burgers, American (Traditional), Fast Food"
In N Out,27510 The Old Rd,"Burgers, Fast Food"
King Neptune's,17115 Pacific Coast Hwy,"Dive Bars, Seafood"
The Side Bar,2020 S Hacienda Blvd,"Sports Bars, Wine Bars, Beer Bar"
Jack in the Box,1243 N Highland Ave,"Burgers, Fast Food, Tacos"
Lucy's Drive In,1373 S La Brea Ave,"Seafood, Tacos"
Bill's Hamburgers,14742 Oxnard St,Burgers
Carl's Jr,18090 W Chatsworth St,"Fast Food, Burgers"
Rocco's Tavern,3843 Main St,"Pizza, Sports Bars, Italian"
Fatburger,6780 Cherry Ave,"Burgers, Fast Food"
Fatburger,5001 Wilshire Blvd,"Burgers, Fast Food, American (Traditional)"
Hopdoddy Burger Bar,12746 Jefferson Blvd,Burgers
Rally's,8500 Crenshaw,"Fast Food, Burgers"
McDonald's,17455 S Central Ave,"Fast Food, Burgers, Coffee & Tea"
Wendy's,7135 Sunset Blvd,"Burgers, Fast Food"
Hy Roy Lounge,5050 Heil Ave,Dive Bars
In-N-Out Burger,6841 N Topanga Canyon,"Fast Food, Burgers"
The Black Cow Cafe,2219 Honolulu Ave,"American (New), Breakfast & Brunch, Burgers"
Tipsy Cow,15005 Ventura Blvd,"American (Traditional), Breakfast & Brunch, Cocktail Bars"
Plant Power Fast Food,5095 Pacific Coast Hwy,"Breakfast & Brunch, Burgers, Fast Food"
Fair Oaks Burger,2560 Fair Oaks Ave,"Burgers, Chinese, Mexican"
In-N-Out Burger,761 First St,"Burgers, Fast Food"
Buffalo Wild Wings,7060 Hollywood Blvd,"Sports Bars, American (Traditional), Chicken Wings"
McDonald's,4166 Melrose Ave,"Burgers, Fast Food, Coffee & Tea"
Hopdoddy Burger Bar,830 S Pacific Coast Highway Blvd,Burgers
The Habit Burger Grill,15122 Goldenwest St,"Burgers, Salad, Sandwiches"
Burger King,4918 W Sunset Blvd,"Fast Food, Burgers"
In-N-Out Burger,730 W Carson,"Burgers, Fast Food"
Tom's 1 - World Famous Chiliburgers,201 W Anaheim St,"Burgers, Breakfast & Brunch, Mexican"
Tower Pizza,8351 Lincoln Blvd,"Pizza, Sports Bars"
Farmer Boys,726 S Alameda St,"Breakfast & Brunch, Burgers, Salad"
In-N-Out Burger,7009 Sunset Blvd,"Fast Food, Burgers"
McDonald's,1800 S Western Ave,"Burgers, Fast Food, Coffee & Tea"
Curbgrill,1533 N Buena Vista St,"Breakfast & Brunch, Burgers, Food Trucks"
Burger King,1845 S Vermont Ave,"Burgers, Fast Food"
Original Tommy's,1199 S Beach Blvd,"Burgers, Fast Food"
McDonald's,6345 Wilshire Blvd,"Fast Food, Burgers, Coffee & Tea"
Billionaire Burger Boyz,811 S Long Beach Blvd,"Food Trucks, Burgers, Chicken Wings"
Sam's Charbroiled Burgers,10748 Vanowen St,"Burgers, Breakfast & Brunch, American (Traditional)"
Canoe House,805 Fair Oaks Ave,"Hawaiian, Sports Bars, Breakfast & Brunch"
The Habit Burger Grill,18001 Beach Blvd.,"Burgers, Salad, Sandwiches"
Eagle LA,4219 Santa Monica Blvd,Gay Bars
Plaza,739 N La Brea Ave,"Gay Bars, Dance Clubs"
Precinct,357 S Broadway,"Gay Bars, Dance Clubs, American (Traditional)"
C Frenz,7026 Reseda Blvd,"Gay Bars, Dance Clubs"
Hi Tops,8933 Santa Monica Blvd,Gay Bars
Club Tempo,5520 Santa Monica Blvd,"Dance Clubs, Gay Bars, Music Venues"
Artesia Bar,1995 Artesia Blvd,"Karaoke, Gay Bars"
Rocco's WeHo,8900 Santa Monica Blvd,"Pizza, Gay Bars, Sports Bars"
The New Jalisco Bar,245 S Main St,Gay Bars
Redline Food & Bar,131 E 6th St,"Gay Bars, Gastropubs, American (New)"
Trunks,8809 Santa Monica Blvd,"Gay Bars, Sports Bars"
Bar Sinister,1652 N Cherokee Ave,Bars
Roosterfish,1302 Abbot Kinney Blvd,Bars
Pogo's,17314 Saticoy St,Dive Bars
Revolver Video Bar,8851 Santa Monica Blvd,Gay Bars
The Gay Ranchero,245 S Main St,"Dance Clubs, Dive Bars, Gay Bars"
The Crest,5935 Cherry Ave,"Gay Bars, Dive Bars"
The Mineshaft,1720 E Broadway,Gay Bars
Mother Lode,8944 Santa Monica Blvd,Gay Bars
Pat's Cocktails Lounge,1312 Pacific Coast Highway,Dive Bars
Heart WeHo,8911 Santa Monica Blvd,"Gay Bars, Dance Clubs"
Falcon North,2020 E Artesia Blvd,Gay Bars
The Falcon,1435 E Broadway,Gay Bars
Fiesta Cantina,8865 Santa Monica Blvd,"Mexican, Gay Bars, Sports Bars"
South Bay LGBTQ Center,16610 Crenshaw Blvd,"Social Clubs, Community Service/Non-Profit, Cultural Center"
The Silver Fox,411 Redondo Ave,"Gay Bars, Karaoke"
Broadway Cocktail Lounge,1100 E Broadway,"Karaoke, Gay Bars, Cocktail Bars"
Oldfields Liquor Room,10899 Venice Blvd,Lounges
Pulgarcito Sports Bar,1311 S Vermont Ave,Sports Bars
The Britannia Pub,318 Santa Monica Blvd,"Pubs, British, Music Venues"
Paul's Cafe,10016 Rush St,"Pool Halls, Bars"
The Black Cat,3909 Sunset Blvd,"American (New), Cocktail Bars"
The Shack,185 Culver Blvd,"Sports Bars, American (Traditional)"
Club Nur - Gay Middle Eastern Night,5101 E Ocean Blvd,Gay Bars
The San Franciscan,2520 Sepulveda Blvd,"Karaoke, American (Traditional), Steakhouses"
T. Boyles Tavern,37 N Catalina Ave,"Pubs, American (Traditional)"
Tom Tom,8932 Santa Monica Blvd,"Bars, American (New)"
La Costena Bar,271 S Main St,Bars
The Brit,1744 E Broadway,Gay Bars
The Local Peasant - Sherman Oaks,14058 Ventura Blvd,"Gastropubs, Bars, American (Traditional)"
Bears in Space,4356 West Sunset Blvd,Gay Bars
Pattern Bar,100 W 9th St,"Cocktail Bars, Tacos, Tapas/Small Plates"
Mr Furley's Bar - Glendale,224 N Brand Blvd,"Bars, American (Traditional)"
The Bigfoot Lodge,3172 Los Feliz Blvd,Lounges
The Daily Pint,2310 Pico Blvd,Sports Bars
Bar Nineteen12,9641 Sunset Blvd,Lounges
Sonny McLean's,2615 Wilshire Blvd,"Sports Bars, Gastropubs, Music Venues"
Edwin Mills by Equator,22 Mills Pl,"American (New), Cocktail Bars, Gastropubs"
The Smell,247 S Main St,Music Venues
Casita del Campo,1920 Hyperion Ave,"Mexican, Seafood, Bars"
Clancy's,803 E Broadway,"Irish, Pubs, Music Venues"
Kin Long Beach,740 E Broadway,"Thai, Cocktail Bars, Salad"
Catcher In the Rye,10550 Riverside Dr,"Cocktail Bars, American (New), Lounges"
Saint Felix,8945 Santa Monica Blvd,"American (New), Cocktail Bars"
TigerHeat,1020 N Vermont Ave,"Gay Bars, Dance Clubs"
Vino Wine & Tapas Room,18046 Ventura Blvd,"Wine Bars, Tapas Bars, Spanish"
Dave & Buster's,400 S Baldwin Ave,"Bars, Arcades, American (Traditional)"
Saddle Ranch Chop House,8371 W Sunset Blvd,"Steakhouses, Bars, American (Traditional)"
Black,1800 E Broadway,"Pizza, Cocktail Bars"
The Robertson Nightclub,665 N Robertson Blvd,Gay Bars
Señor Fish,4803 Eagle Rock Blvd,"Mexican, Seafood, Bars"
Agaves Ultra Lounge,200 Pine Ave,Bars
Manuela,907 E 3rd St,"American (New), Breakfast & Brunch, Bars"
Panxa Cocina,3937 E Broadway,"Bars, New Mexican Cuisine, Mexican"
Kitchen24,8575 Santa Monica Blvd,"Breakfast & Brunch, American (Traditional), Cocktail Bars"
Reno Room,3400 E Broadway,"Dive Bars, Mexican"
Applebee's Grill + Bar,4935 Graywood Ave,"American (Traditional), Sports Bars, Burgers"
Congregation Ale House,201 E Broadway Ave,"Pubs, Gastropubs, Burgers"
Harbour Rackhouse,16903 Algonquin St,"American (Traditional), Sports Bars, Sandwiches"
Delilah,7969 Santa Monica Blvd,"American (New), Lounges"
The Good Bar and Eatery,3316 E 7th St,"Music Venues, American (Traditional), Cocktail Bars"
Cole's French Dip,118 E 6th St,"Bars, Sandwiches"
Dublin's Irish Whiskey Pub,815 W 7th St,"Pubs, Sports Bars, American (Traditional)"
Sky Hookah Lounge,13007 Victory Blvd,Hookah Bars
Hookah Lounge,831 Colorado St,"Lounges, Hookah Bars, Mediterranean"
Glass Hookah Lounge,7384 Melrose Ave,Lounges
Mojo Hookah Lounge,6353 Yucca St,"Hookah Bars, Lounges"
Blue Moon Hookah Lounge,1053 S Hill St,"Lounges, Hookah Bars"
Boba Bear,414 S Western Ave,"Juice Bars & Smoothies, Hookah Bars, Bubble Tea"
Aroma Hookah Bar,7373 W Sunset Blvd,Hookah Bars
Social Hookah Lounge,5409 W Pico Blvd,Hookah Bars
G Lounge,1109 N Brand Blvd,"Hookah Bars, American (New), Cocktail Bars"
Euphoria Hookah Lounge By CNTRPCE,573 S Fairfax Ave,"Hookah Bars, Lounges"
Secret Hookah Lounge,6201 Whittier Blvd E,"Hookah Bars, Lounges"
The Roof Hookah Lounge,3341 Cahuenga Blvd,Hookah Bars
Cloud Vibes Hookah Lounge,4730 Eagle Rock Blvd,"Hookah Bars, Lounges"
Blow Hookah Bar,4313 Sepulveda Blvd,Hookah Bars
Atmosphère Hookah Lounge,5338 Laurel Canyon Blvd,"Hookah Bars, Restaurants"
Sahara Hookah Lounge,25820 S Western Ave,"Hookah Bars, Lounges"
Rendezvous Hollywood,1638 N Las Palmas Ave,"Lounges, Hookah Bars"
Habibi Cafe,923 Broxton Ave,"Hookah Bars, Lounges, Middle Eastern"
Cloud9 Hookah Lounge,11009 Burbank Blvd,Hookah Bars
GQ Lounge,5235 Melrose Ave,"Hookah Bars, Tea Rooms, Coffee & Tea"
Rouge,11282 Ventura Blvd,"Hookah Bars, American (New), Lounges"
Ali Mama Cafe,3229 W Sunset Blvd,"Coffee & Tea, Hookah Bars"
The Brandy,108 N Brand Blvd,"Mediterranean, Hookah Bars"
Star Hookah Lounge - Hollywood,6430 Hollywood Blvd,Hookah Bars
Al Layali Restaurant and Café,980 N La Cienega Blvd,"Mediterranean, Hookah Bars, Middle Eastern"
Salam Hookah Lounge,109 1/2 S Vermont Ave,Hookah Bars
Good Batch Hookah Lounge ,5006 W Century Blvd,Hookah Bars
Blue Lounge,1551 N Vermont Ave,"Hookah Bars, Cafes, Lounges"
Pharaohs Shisha Lounge,1640 W Carson St,"Hookah Bars, Lounges"
Hollywood Hookah Lounge,6512 Hollywood Blvd,Hookah Bars
S & J hookah lounge,6541 Hollywood Blvd,Hookah Bars
BAB AL-HARA,10821 Venice Blvd,"Coffee & Tea, Hookah Bars, Lounges"
Level Cafe & Hookah Lounge,811 E Colorado St,Hookah Bars
The Spot,17200 Ventura Blvd,"Hookah Bars, Persian/Iranian"
Olive & Grill,12229 Ventura Blvd,"Hookah Bars, Mediterranean"
Secret Bar & Grill,6541 Hollywood Blvd,"Sports Bars, American (Traditional), Steakhouses"
Baba Ghanooj,7169 Beverly Blvd,"Hookah Bars, Mediterranean, Desserts"
Twins Hookah Lounge,1553 W Willow St,"Hookah Bars, Lounges"
Captain Hookah Lounge,5042 Vineland Ave,Hookah Bars
Evan Lounge,1168 S Barrington Ave,"Mediterranean, Cocktail Bars, Hookah Bars"
The Atmosphere,4608 San Fernando Rd,"Mediterranean, Hookah Bars, Desserts"
Karma Hookah Lounge,1605 E Wardlow Rd,Hookah Bars
Desert Rose,1700 N Hillhurst Ave,"Mediterranean, American (New), Bars"
Fire Hookah Lounge,8485 Glenoaks Blvd,Hookah Bars
Flame International & Hookah Garden,11330 Santa Monica Blvd,"Persian/Iranian, Halal, Hookah Bars"
Pi On Sunset,8828 W Sunset Blvd,"Mediterranean, Middle Eastern, Hookah Bars"
Mosaik Hookah Lounge,11029 Downey Ave,Hookah Bars
Aroma Bar and Grill,7373 W Sunset Blvd,"Breakfast & Brunch, American (Traditional), Beer Bar"
Hookah Hut,2123 Artesia Blvd,"Hookah Bars, Lounges"
Marsa Mediterranean Cuisine,11675 W Pico Blvd,"Mediterranean, Middle Eastern, Seafood"
Gilani Hookah,144 S Glenoaks Blvd,Hookah Bars
Habibi Cafe,923 Broxton Ave,"Hookah Bars, Cafes, Mediterranean"
Xscape,674 Redondo Ave,Hookah Bars
O Zone Hookah Lounge,19942 Ventura Blvd,Hookah Bars
Shisha Lounge,4103 N Viking Way,Hookah Bars
Yalla Hookah,8332 Sepulveda Blvd,Hookah Bars
Vale lounge,11860 Balboa Blvd,"Hookah Bars, Mediterranean"
BlaqHaus NoHo,11671 Victory Blvd,"Southern, Breakfast & Brunch, Hookah Bars"
Naab Café,1269 Westwood Blvd,"Mediterranean, Persian/Iranian, Hookah Bars"
The Night Hookah Lounge,22148 Venture Blvd,Hookah Bars
Pure Sky Hookah Lounge,630 N La Brea Ave,Hookah Bars
Muma Kitchen,1942 Westwood Blvd,"Mediterranean, Salad, Kebab"
Granada Hookah Lounge,17527 Chatsworth St,Hookah Bars
Salute Hookah Lounge,18350 Ventura Blvd,Hookah Bars
Paradise Restaurant,889 W 190th St,"Bars, Salad, Pizza"
Hookah Den,19300 Vanowen St,Hookah Bars
Elevations Hookah,,"Caterers, Hookah Bars, Party Equipment Rentals"
Shishaya,,"Caterers, Hookah Bars"
Cafe Rich,3277 N San Fernando Rd,"Mediterranean, Hookah Bars, Cocktail Bars"
Mya Restaurant,1100 N Brand Blvd,"Cocktail Bars, Venues & Event Spaces"
Exclusif Hookah Catering,,"Hookah Bars, Caterers"
Shisha Cafe & Lounge,18000 Ventura Blvd,"Mediterranean, Hookah Bars, Cafes"
Byblos Mediterranean Restaurant & Hookah Bar,1964 Westwood Blvd,"Middle Eastern, Mediterranean, Hookah Bars"
Almaza,8905 W Venice Blvd,"Mediterranean, Sandwiches, Lebanese"
Signature Hookah,8660 Foothill Blvd,Hookah Bars
Lit Lounge & Cafe,6506 Laurel Canyon Blvd,"Hookah Bars, Lounges"
Sahara Cafe,7028 Foothill Blvd,Hookah Bars
La Vie Hookah Lounge,12855 Sherman Way,Hookah Bars
Cafe O Hookah Lounge,270 E Magnolia Blvd,"Hookah Bars, Burgers, Pizza"
Berri's Cafe,8412 W 3rd St,"Pizza, Mediterranean"
Palmz Lounge,17823 Beach Blvd,"Hookah Bars, Lounges"
The Diplomat,109 E Lemon Ave,"Mediterranean, Bars, Lebanese"
Pialon,15928 Ventura Blvd,"Hookah Bars, Persian/Iranian, Venues & Event Spaces"
L'Antique Cafe & Hookah Lounge,9545 Reseda Blvd,"Hookah Bars, Lounges, Venues & Event Spaces"
Cafe X2O - Monrovia,335 W Foothill Blvd,"Lebanese, Mediterranean, Hookah Bars"
